#DIR32 DIR64 DIR256 FILE32 FILE64 FILE256
18.862	37.202	157.886	4.326	8.651	41.294
15.202	30.484	126.344	3	    6.09	26.326
8.364	16.176	72.504	2.018	3.994	18.028
9.17	17.762	80.392	1.732	3.246	17.568
10.14	20.466	87.034	1.51	3.38	18.354
