#DIR32 DIR64 DIR256 FILE32 FILE64 FILE256
18.862	37.202	157.886	4.326	8.651	41.294
15.838	30.691	131.004	2.482	5.133	25.579
8.835	17.698	76.996	2.532	6.546	25.074
9.295	18.053	82.587	3.414	8.287	27.572
10.545	20.514	89.595	6.916	14.816	55.167
