# Pass 1	Pass 2	Pass 3	Pass 4	Pass 5
fsck	2.77	2.55	0.00	0.07	0.05
1	2.27	1.05	0.00	0.07	0.06
2	2.34	0.61	0.00	0.07	0.06
4	2.32	0.55	0.00	0.08	0.06
8	2.64	0.67	0.00	0.08	0.06
16	2.93	0.77	0.00	0.07	0.06
