#	Pass 1	Pass 2	Pass 3	Pass 4	Pass 5
fsck	11.16	16.15	0.11	0.36	0.27
1	11.05	6.77	0.00	0.32	0.24
2	11.01	4.82	0.00	0.31	0.24
4	11.52	4.88	0.00	0.32	0.24
8	11.67	4.74	0.00	0.31	0.25
16	16.48	6.50	0.00	0.32	0.24
