#Pass 1 Pass 2 Pass 3 Pass 4 Pass 5
1.945	1.587	0	0.075	0.061
2.091	1.67	0	0.076	0.06
2.664	1.677	0	0.076	0.06
6.168	1.712	0	0.076	0.06
6.379	1.712	0	0.076	0.06
