4.857	30.746	0.096	0.175	0.119
5.855	31.443	0.1	0.182	0.126
6.305	31.549	0.102	0.184	0.13
16.057	31.687	0.104	0.186	0.169
17.889	31.883	0.104	0.188	0.171
