2.428	15.646	0.047	0.088	0.055
2.939	15.986	0.054	0.091	0.058
3.417	15.831	0.051	0.09	0.062
7.448	15.879	0.052	0.094	0.062
7.974	15.914	0.052	0.094	0.063
